student_id,math_score,literature_score,english_score,physics_score,chemistry_score,biology_score,history_score,mbti_type,major_group,specific_major,major_rating
STU1937,8.5,5.7,5.8,5.6,8.6,8.9,6.7,ISFJ,Nông nghiệp & Môi trường,Công nghệ sau thu hoạch,3.9
STU0787,5.2,8.6,7.6,5.0,6.8,6.0,8.9,ESFJ,Sư phạm & Giáo dục,Giáo dục Tiểu học,4.6
STU2462,6.4,8.3,9.1,5.8,6.9,6.9,7.8,ENFP,Du lịch & Dịch vụ,Quản trị nhà hàng và dịch vụ ăn uống,4.7
STU0486,9.3,8.9,8.2,6.1,6.6,6.4,6.1,ENTJ,Kinh tế & Quản lý,Kiểm toán,4.7
STU2044,7.5,5.9,6.6,5.3,7.4,9.4,6.0,INFP,Nông nghiệp & Môi trường,Lâm nghiệp đô thị,4.1
STU0135,8.9,5.8,8.9,9.8,7.4,5.1,6.0,ISTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Khoa học dữ liệu,3.9
STU1701,9.0,5.4,6.7,8.8,8.1,6.6,5.1,ESTP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật cơ điện tử,4.4
STU1352,5.6,8.7,5.8,5.5,5.2,5.0,7.6,INFJ,Nghệ thuật & Thiết kế,Hội họa,4.1
STU1424,7.0,8.8,6.1,5.4,6.5,6.8,6.8,ISFP,Nghệ thuật & Thiết kế,Thiết kế nội thất,4.7
STU1280,5.4,7.8,6.8,6.8,6.0,6.8,7.5,ISFP,Nghệ thuật & Thiết kế,Kiến trúc,4.8
STU0247,9.6,5.1,6.6,5.4,9.3,8.9,5.9,INFJ,Y tế & Sức khỏe,Y học dự phòng,4.6
STU1546,6.3,8.9,7.7,5.9,5.8,6.9,9.1,INFJ,Luật & Xã hội,Luật kinh tế,4.5
STU0790,6.7,10.0,8.6,6.1,6.5,5.0,8.7,ENFJ,Sư phạm & Giáo dục,Sư phạm Tin học,4.7
STU0260,9.9,7.0,5.9,6.1,9.0,9.5,5.2,ISTJ,Y tế & Sức khỏe,Y đa khoa,4.8
STU0423,8.3,7.2,9.2,5.1,6.4,6.9,5.8,ENTP,Kinh tế & Quản lý,Kinh doanh quốc tế,4.6
STU1802,8.7,5.1,5.2,9.4,7.6,5.9,6.6,ISTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện,4.6
STU1561,5.9,8.5,7.3,6.8,6.4,5.7,8.5,ISTJ,Luật & Xã hội,Luật,4.0
STU0211,9.3,5.3,6.2,5.6,9.8,9.3,5.2,ISTJ,Y tế & Sức khỏe,Kỹ thuật phục hồi chức năng,4.0
STU0094,9.8,6.7,9.3,9.1,7.3,6.8,5.0,INTP,Công nghệ Thông tin & Kỹ thuật Máy tính,Mạng máy tính và truyền thông dữ liệu,4.9
STU1084,6.9,9.6,9.3,6.0,6.1,5.7,8.3,ENTP,Truyền thông & Báo chí,Truyền thông đại chúng,4.5
STU1264,6.5,8.0,6.1,5.4,7.0,5.6,8.2,ISFP,Nghệ thuật & Thiết kế,Kiến trúc,4.9
STU0174,8.6,6.7,9.3,9.3,7.9,5.2,6.3,INTP,Công nghệ Thông tin & Kỹ thuật Máy tính,Kỹ thuật phần mềm,4.9
STU1509,5.5,9.6,8.1,5.4,6.0,5.4,9.8,ENTJ,Luật & Xã hội,Xã hội học,4.5
STU2198,9.5,6.5,6.2,8.6,7.3,6.3,6.0,ISTJ,Xây dựng & Quy hoạch,Kinh tế xây dựng,4.9
STU2362,5.2,7.0,9.3,6.5,5.3,6.9,8.2,ESFP,Du lịch & Dịch vụ,Quản trị dịch vụ du lịch và lữ hành,3.9
STU1314,5.9,8.7,6.5,6.1,6.8,5.5,8.1,ISFP,Nghệ thuật & Thiết kế,Điêu khắc,4.9
STU0213,9.5,5.3,5.8,6.2,8.6,9.2,5.8,ISFP,Y tế & Sức khỏe,Kỹ thuật hình ảnh y học,4.5
STU0509,8.2,8.8,9.8,6.2,6.9,6.2,5.8,ESTJ,Kinh tế & Quản lý,Kiểm toán,4.6
STU1069,6.9,9.9,9.5,6.4,6.2,5.4,8.6,ENTP,Truyền thông & Báo chí,Lưu trữ học,4.5
STU1675,8.0,6.1,5.7,10.0,7.3,6.4,6.3,ISTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật cơ khí,3.9
STU0766,6.3,8.8,8.5,6.6,6.3,5.2,9.2,INFJ,Sư phạm & Giáo dục,Sư phạm Toán học,4.7
STU1552,6.2,9.2,7.0,5.4,5.9,5.8,9.4,ENTJ,Luật & Xã hội,Tâm lý học,4.1
STU2253,8.2,5.9,5.6,8.3,7.9,7.0,5.3,ISTP,Xây dựng & Quy hoạch,Kinh tế xây dựng,4.2
STU0325,8.6,6.8,6.0,6.2,9.9,9.0,6.9,ISFJ,Y tế & Sức khỏe,Kỹ thuật phục hồi chức năng,4.4
STU2111,8.2,6.1,6.0,8.9,6.3,5.8,6.9,ISTJ,Xây dựng & Quy hoạch,Công nghệ kỹ thuật công trình xây dựng,4.3
STU2155,8.2,6.1,6.4,8.6,7.5,5.1,5.1,ISTP,Xây dựng & Quy hoạch,Công nghệ kỹ thuật công trình xây dựng,4.3
STU0189,9.2,6.5,8.1,9.9,6.7,5.8,6.2,INTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Thiết kế vi mạch,4.9
STU2491,4.1,6.0,6.9,4.6,5.8,5.7,5.4,ESTJ,Du lịch & Dịch vụ,Quản lý thể dục thể thao,2.0
STU1770,8.9,5.0,6.6,9.5,7.5,5.5,6.9,INTJ,"Kỹ thuật, Cơ khí & Ô tô",Robot và Trí tuệ nhân tạo,4.9
STU2012,8.1,6.2,6.4,5.9,7.5,7.9,6.1,ISFJ,Nông nghiệp & Môi trường,Khoa học môi trường,4.4
STU0431,9.8,8.0,9.3,5.8,6.2,5.9,6.5,ESTJ,Kinh tế & Quản lý,Thương mại điện tử,4.8
STU0510,8.4,9.0,8.4,6.0,6.5,6.6,6.6,ESTP,Kinh tế & Quản lý,Kinh tế,4.6
STU1780,9.1,5.9,5.3,9.5,7.9,5.2,6.0,ISTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật cơ điện tử,4.5
STU1012,5.9,8.2,9.3,5.4,6.4,5.4,7.1,ISFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Hàn Quốc,4.5
STU2061,8.1,5.2,5.7,5.5,8.6,9.4,6.5,ISFP,Nông nghiệp & Môi trường,Lâm nghiệp đô thị,4.8
STU2420,4.3,5.0,6.5,6.0,4.2,5.3,5.7,ENFJ,Du lịch & Dịch vụ,Quản trị khách sạn,3.3
STU1294,6.3,8.5,5.6,5.9,5.1,6.5,7.6,ISFP,Nghệ thuật & Thiết kế,Điêu khắc,5.0
STU2306,6.6,8.0,9.2,6.1,6.4,5.0,7.8,ENFP,Du lịch & Dịch vụ,Quản trị khách sạn,4.0
STU0369,9.2,6.0,6.0,6.9,8.7,9.8,6.4,ISTJ,Y tế & Sức khỏe,Răng - Hàm - Mặt,3.9
STU1585,5.9,8.7,8.3,6.9,6.1,6.3,9.3,INTJ,Luật & Xã hội,Luật quốc tế,4.2
STU0240,9.6,5.9,5.7,6.7,9.0,9.2,5.7,ISTJ,Y tế & Sức khỏe,Quản lý bệnh viện,4.5
STU0680,5.9,9.4,8.2,6.9,6.6,6.1,9.2,INFJ,Sư phạm & Giáo dục,Tâm lý học giáo dục,4.3
STU1367,6.4,4.9,5.4,4.2,4.5,4.2,4.6,ESTP,Nghệ thuật & Thiết kế,Thiết kế nội thất,2.1
STU1888,6.0,5.2,5.1,4.1,5.4,6.3,4.3,INTP,Nông nghiệp & Môi trường,Lâm nghiệp đô thị,1.6
STU1079,6.9,8.7,9.3,6.3,6.2,6.3,7.7,ENTP,Truyền thông & Báo chí,Truyền thông đại chúng,4.9
STU0669,5.2,9.8,8.2,5.7,6.6,6.3,9.8,ENFJ,Sư phạm & Giáo dục,Sư phạm Vật lý,4.5
STU1201,5.8,9.9,8.1,6.9,6.8,5.1,8.0,ESFP,Truyền thông & Báo chí,Quan hệ công chúng,5.0
STU0044,9.9,6.7,9.7,8.5,6.3,5.9,5.9,INTP,Công nghệ Thông tin & Kỹ thuật Máy tính,Mạng máy tính và truyền thông dữ liệu,4.6
STU0942,5.8,8.7,9.9,6.6,6.4,5.8,8.3,ISFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Anh,3.9
STU1873,7.6,6.6,5.7,5.8,7.8,8.2,6.3,ISFP,Nông nghiệp & Môi trường,Lâm nghiệp đô thị,4.7
STU1171,5.3,9.4,8.3,5.5,6.1,5.1,8.4,ENFP,Truyền thông & Báo chí,Quan hệ công chúng,4.8
STU1791,8.6,5.7,6.3,9.2,7.1,6.9,6.2,ISTP,"Kỹ thuật, Cơ khí & Ô tô",Robot và Trí tuệ nhân tạo,3.8
STU1186,5.1,8.7,9.4,6.9,6.1,5.8,7.2,ENFP,Truyền thông & Báo chí,Truyền thông đại chúng,4.8
STU1134,5.2,8.5,9.4,6.6,5.5,6.6,8.1,ENFP,Truyền thông & Báo chí,Lưu trữ học,5.0
STU0252,9.2,6.2,5.9,6.1,9.9,9.4,5.2,ISFP,Y tế & Sức khỏe,Y học cổ truyền,4.2
STU1296,5.7,7.7,6.8,5.8,6.8,5.3,8.1,INFP,Nghệ thuật & Thiết kế,Điêu khắc,4.1
STU2267,8.0,6.5,6.9,9.3,6.2,6.7,5.3,ESTJ,Xây dựng & Quy hoạch,Kỹ thuật cấp thoát nước,4.3
STU1339,6.9,7.7,5.0,5.9,6.2,5.1,8.4,ISFP,Nghệ thuật & Thiết kế,Thanh nhạc,4.0
STU2358,6.7,8.1,9.4,5.4,6.7,6.8,8.0,ESTP,Du lịch & Dịch vụ,Quản trị dịch vụ du lịch và lữ hành,4.9
STU0862,5.9,5.7,6.4,4.5,4.9,4.7,6.2,ISTP,Ngôn ngữ & Văn hóa,Ngôn ngữ học,1.9
STU1659,6.1,8.6,8.3,5.5,6.1,6.8,9.5,INTJ,Luật & Xã hội,Luật quốc tế,4.6
STU0479,8.7,8.6,8.6,7.0,6.1,6.8,6.3,ESTJ,Kinh tế & Quản lý,Hệ thống thông tin quản lý,4.7
STU0465,9.4,7.8,9.1,6.4,6.9,6.8,6.7,ESTJ,Kinh tế & Quản lý,Thương mại điện tử,5.0
STU1775,8.4,6.4,5.6,9.9,7.7,5.2,5.9,ISTP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện tử - viễn thông,4.1
STU1208,6.4,9.6,9.4,6.6,5.8,6.4,8.8,ESFP,Truyền thông & Báo chí,Lưu trữ học,4.3
STU2346,6.8,7.7,8.9,6.6,6.4,6.3,8.9,ESFP,Du lịch & Dịch vụ,Quản trị khách sạn,4.5
STU1682,9.2,6.6,5.9,8.6,7.4,6.9,5.8,ESTP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật cơ điện tử,4.4
STU0582,8.6,7.5,9.0,6.9,5.7,6.4,6.7,ENTJ,Kinh tế & Quản lý,Thương mại điện tử,4.2
STU0434,9.3,7.3,8.1,6.6,5.6,6.0,7.0,ESTP,Kinh tế & Quản lý,Hệ thống thông tin quản lý,4.1
STU2372,4.4,5.7,6.2,4.3,4.1,4.5,4.3,ENFP,Du lịch & Dịch vụ,Quản trị khách sạn,3.1
STU2162,9.2,5.3,5.9,9.4,8.0,6.6,5.8,ISTJ,Xây dựng & Quy hoạch,Quản lý xây dựng,4.2
STU1917,7.9,5.0,6.1,6.0,8.8,9.0,5.7,ISFJ,Nông nghiệp & Môi trường,Công nghệ sinh học,3.8
STU2361,5.4,8.0,8.6,5.5,6.4,6.5,8.0,ENFP,Du lịch & Dịch vụ,Quản lý thể dục thể thao,4.8
STU0791,5.7,6.2,6.4,5.9,5.3,4.8,4.2,ENFP,Sư phạm & Giáo dục,Giáo dục Tiểu học,1.5
STU0403,5.9,4.9,6.7,6.9,6.3,7.0,6.0,ENFP,Y tế & Sức khỏe,Quản lý bệnh viện,2.1
STU1848,8.9,5.5,6.4,9.6,7.8,5.0,5.5,ESTP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện,4.7
STU1101,5.5,8.8,8.6,6.7,5.7,6.1,7.2,ESFP,Truyền thông & Báo chí,Truyền thông đa phương tiện,4.4
STU2093,8.7,5.2,6.9,8.4,7.4,6.0,6.3,ISTJ,Xây dựng & Quy hoạch,Địa kỹ thuật xây dựng,4.8
STU2177,9.4,6.0,5.6,9.2,6.7,5.7,6.0,ISTJ,Xây dựng & Quy hoạch,Công nghệ kỹ thuật công trình xây dựng,3.9
STU1573,5.9,9.0,8.4,6.5,6.5,6.6,8.8,INTJ,Luật & Xã hội,Luật quốc tế,4.2
STU0112,8.8,6.7,10.0,8.3,7.2,6.6,6.9,ISTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Khoa học Máy tính,3.9
STU2214,9.0,6.7,5.2,8.3,6.5,5.3,5.6,ESTJ,Xây dựng & Quy hoạch,Công nghệ kỹ thuật công trình xây dựng,4.4
STU1833,8.3,5.1,6.3,9.2,8.1,5.8,5.8,INTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điều khiển và tự động hóa,4.3
STU2314,5.5,8.0,8.2,6.8,6.0,5.7,8.9,ESTP,Du lịch & Dịch vụ,Quản trị khách sạn,4.9
STU2129,9.0,6.7,5.8,9.3,7.4,6.0,5.8,ISTP,Xây dựng & Quy hoạch,Quản lý xây dựng,4.6
STU1551,6.9,8.7,7.2,6.5,6.8,5.6,9.8,INTJ,Luật & Xã hội,Quản lý nhà nước,4.3
STU1976,6.6,6.2,5.1,5.7,8.2,8.1,6.0,ISFJ,Nông nghiệp & Môi trường,Khoa học cây trồng,4.8
STU1998,7.8,6.8,7.0,6.3,8.2,8.2,6.0,ISFJ,Nông nghiệp & Môi trường,Công nghệ thực phẩm,5.0
STU0197,9.6,6.9,8.9,9.9,8.5,6.6,6.8,INTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Mạng máy tính và truyền thông dữ liệu,4.7
STU0963,6.9,9.4,9.3,5.9,6.6,6.5,8.1,INTP,Ngôn ngữ & Văn hóa,Đông phương học,4.4
STU0583,8.1,7.9,8.0,6.0,6.8,6.9,6.8,ESTP,Kinh tế & Quản lý,Hệ thống thông tin quản lý,4.3
STU1376,6.6,8.6,6.3,5.8,6.9,6.5,8.5,INFJ,Nghệ thuật & Thiết kế,Đạo diễn Điện ảnh - Truyền hình,4.3
STU1362,6.8,8.9,7.0,6.3,5.1,5.2,7.9,INFP,Nghệ thuật & Thiết kế,Thiết kế nội thất,4.0
STU0444,9.2,7.3,9.2,6.9,5.4,6.4,5.3,ESTP,Kinh tế & Quản lý,Kinh tế,4.9
STU2343,4.0,4.5,6.9,4.4,4.3,4.8,5.1,INFJ,Du lịch & Dịch vụ,Quản trị dịch vụ du lịch và lữ hành,2.9
STU2033,7.2,6.4,5.9,7.0,8.8,8.3,6.6,ISFJ,Nông nghiệp & Môi trường,Nông nghiệp,4.9
STU2169,8.8,6.9,5.9,9.0,7.0,6.8,6.3,ISTJ,Xây dựng & Quy hoạch,Công nghệ kỹ thuật công trình xây dựng,4.7
STU1923,6.4,4.1,5.4,6.1,5.6,4.2,5.9,ISFP,Nông nghiệp & Môi trường,Công nghệ sau thu hoạch,2.7
STU1747,8.9,5.7,5.7,10.0,8.4,6.4,6.9,INTJ,"Kỹ thuật, Cơ khí & Ô tô",Robot và Trí tuệ nhân tạo,4.2
STU1223,6.7,8.8,9.4,5.0,5.2,5.8,8.4,ENTP,Truyền thông & Báo chí,Công nghệ truyền thông,4.8
STU1548,6.5,6.0,5.2,6.7,6.1,4.8,5.7,ESFP,Luật & Xã hội,Luật quốc tế,1.7
STU0045,9.4,5.1,8.1,9.6,7.3,7.0,5.2,ISTP,Công nghệ Thông tin & Kỹ thuật Máy tính,An toàn thông tin,3.9
STU0297,8.5,5.3,5.6,6.1,9.1,8.9,6.5,ISFP,Y tế & Sức khỏe,Y đa khoa,4.4
STU0841,6.8,9.3,9.9,5.4,5.3,6.6,8.6,INFP,Ngôn ngữ & Văn hóa,Văn học,4.5
STU1536,6.4,4.1,6.5,4.0,5.2,6.1,6.5,ISTP,Luật & Xã hội,Luật kinh tế,1.8
STU2181,5.2,5.9,4.7,4.9,6.6,5.0,5.6,ENFP,Xây dựng & Quy hoạch,Quản lý xây dựng,1.6
STU1954,7.6,6.9,6.2,5.1,8.0,8.5,5.7,ISFJ,Nông nghiệp & Môi trường,Công nghệ sinh học,4.2
STU1413,6.3,4.3,6.6,4.2,6.3,6.3,5.2,ESTP,Nghệ thuật & Thiết kế,Hội họa,1.8
STU1564,5.6,9.1,7.1,6.7,6.2,5.4,9.5,INFJ,Luật & Xã hội,Luật quốc tế,4.8
STU0565,6.4,4.6,6.0,5.1,6.6,4.3,6.4,INFP,Kinh tế & Quản lý,Kinh tế,3.2
STU0171,9.2,5.2,9.0,9.0,8.2,6.5,6.4,ISTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Mạng máy tính và truyền thông dữ liệu,4.6
STU0523,9.1,8.8,8.9,6.9,5.1,5.8,5.9,ENTP,Kinh tế & Quản lý,Hệ thống thông tin quản lý,4.9
STU1965,7.5,6.8,6.4,5.1,7.4,7.5,5.2,ISFJ,Nông nghiệp & Môi trường,Công nghệ sau thu hoạch,4.4
STU2307,6.8,8.1,8.9,7.0,6.6,5.8,8.0,ESFP,Du lịch & Dịch vụ,Quản trị dịch vụ du lịch và lữ hành,3.8
STU1436,5.5,8.2,7.0,5.0,5.7,6.0,8.4,INFP,Nghệ thuật & Thiết kế,Hội họa,4.7
STU0979,5.1,8.1,9.4,5.2,5.3,6.0,7.5,INFP,Ngôn ngữ & Văn hóa,Tiếng Việt và văn hoá Việt Nam,4.3
STU1138,6.1,8.5,9.4,6.8,5.7,6.5,7.5,ENFP,Truyền thông & Báo chí,Báo chí,3.9
STU0299,8.9,6.6,5.8,6.7,9.4,8.8,6.3,ISTJ,Y tế & Sức khỏe,Y học dự phòng,4.1
STU1353,6.6,7.7,6.9,6.7,5.8,6.5,7.5,ISFP,Nghệ thuật & Thiết kế,Thiết kế công nghiệp,3.9
STU1533,6.2,9.2,7.9,6.7,6.1,6.4,8.6,ISTJ,Luật & Xã hội,Chính trị học,4.2
STU1886,8.1,5.9,6.2,6.7,7.3,7.8,5.6,INFP,Nông nghiệp & Môi trường,Công nghệ thực phẩm,4.3
STU0446,8.7,7.9,9.4,5.1,7.0,5.5,5.9,ESTJ,Kinh tế & Quản lý,Marketing,4.7
STU1874,7.1,5.0,6.9,6.4,8.9,8.8,6.3,ISFJ,Nông nghiệp & Môi trường,Nuôi trồng thủy sản,4.4
STU0907,6.8,9.0,9.7,6.0,6.2,5.5,8.6,INFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Trung Quốc,4.8
STU0614,8.6,8.8,8.3,5.9,6.4,5.9,6.3,ENTJ,Kinh tế & Quản lý,Quản trị kinh doanh,4.4
STU1610,5.3,9.2,7.9,5.1,6.2,6.3,9.2,ISTJ,Luật & Xã hội,Chính trị học,3.8
STU1030,6.3,5.7,5.1,6.3,4.9,5.7,5.8,ESFJ,Ngôn ngữ & Văn hóa,Ngôn ngữ Trung Quốc,3.1
STU1652,6.0,9.0,8.0,5.4,5.1,6.3,9.1,ISTJ,Luật & Xã hội,Tâm lý học,4.8
STU2196,9.3,5.4,5.4,8.8,6.8,6.5,5.2,ISTP,Xây dựng & Quy hoạch,Địa kỹ thuật xây dựng,4.9
STU1232,6.8,8.8,8.2,6.1,5.9,5.1,8.0,ESFP,Truyền thông & Báo chí,Thông tin - thư viện,4.7
STU0097,4.1,5.6,6.4,4.5,6.3,5.4,6.1,ISTP,Công nghệ Thông tin & Kỹ thuật Máy tính,Mạng máy tính và truyền thông dữ liệu,3.0
STU2386,4.3,4.1,6.4,5.8,5.2,6.2,6.7,ESTJ,Du lịch & Dịch vụ,Quản trị dịch vụ du lịch và lữ hành,2.1
STU0212,6.8,5.7,4.3,4.9,5.6,5.0,5.2,INTJ,Y tế & Sức khỏe,Y đa khoa,3.1
STU0238,6.9,4.2,4.7,5.9,5.2,4.7,5.4,ENFP,Y tế & Sức khỏe,Y đa khoa,1.5
STU0789,5.3,9.2,7.6,6.3,6.6,6.6,9.7,INFJ,Sư phạm & Giáo dục,Sư phạm Tiếng Anh,4.5
STU1230,6.1,9.0,8.3,5.8,7.0,6.2,8.0,ESFP,Truyền thông & Báo chí,Truyền thông đại chúng,4.1
STU2019,8.4,5.2,6.3,6.7,8.9,9.5,5.6,ISFP,Nông nghiệp & Môi trường,Thú y,5.0
STU1174,6.1,10.0,8.2,5.2,6.0,6.4,7.5,ENTP,Truyền thông & Báo chí,Truyền thông đa phương tiện,4.5
STU1884,6.5,4.3,5.5,5.9,6.3,5.5,6.7,ISFJ,Nông nghiệp & Môi trường,Nông nghiệp,2.2
STU1129,5.1,8.6,9.4,5.6,5.3,6.1,9.0,ENFP,Truyền thông & Báo chí,Truyền thông đại chúng,4.4
STU1815,8.8,6.3,6.4,8.9,7.8,6.9,6.0,ISTP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện,4.2
STU1670,6.0,6.8,6.0,6.8,5.9,6.6,6.5,INTP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện,2.8
STU0421,8.2,8.5,9.7,7.0,5.1,7.0,5.7,ESTP,Kinh tế & Quản lý,Kế toán,4.3
STU1090,5.7,8.6,8.9,5.9,5.5,6.9,7.9,ENFP,Truyền thông & Báo chí,Truyền thông đại chúng,4.0
STU1179,6.7,8.5,9.0,5.6,6.4,5.4,8.2,ENTP,Truyền thông & Báo chí,Báo chí,4.6
STU0179,9.9,6.0,9.7,8.3,7.4,6.1,7.0,ISTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Khoa học dữ liệu,4.9
STU0924,5.8,8.7,9.9,6.8,5.6,6.1,8.0,ISFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Anh,4.2
STU0573,8.9,8.4,9.9,5.1,5.5,5.8,6.8,ESTP,Kinh tế & Quản lý,Thương mại điện tử,4.1
STU0837,6.5,8.5,9.7,6.5,5.4,5.4,7.2,ISFP,Ngôn ngữ & Văn hóa,Ngôn ngữ học,4.7
STU1703,8.6,6.2,7.0,9.8,7.6,6.8,5.5,ISTP,"Kỹ thuật, Cơ khí & Ô tô",Công nghệ kỹ thuật ô tô,4.2
STU0195,8.9,6.1,8.9,10.0,6.0,5.4,6.8,ENTP,Công nghệ Thông tin & Kỹ thuật Máy tính,Thiết kế vi mạch,4.2
STU2017,7.4,6.8,5.5,6.9,8.8,7.7,5.1,ISFP,Nông nghiệp & Môi trường,Công nghệ thực phẩm,4.7
STU1911,6.6,6.0,6.8,7.0,8.4,9.4,7.0,INFP,Nông nghiệp & Môi trường,Công nghệ sinh học,4.6
STU1034,6.3,9.5,9.8,6.8,6.0,6.3,8.7,INFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Nhật,4.2
STU1616,6.3,9.4,7.2,5.7,5.3,5.4,8.6,INFJ,Luật & Xã hội,Công tác xã hội,3.8
STU1741,9.3,5.2,5.1,9.2,8.4,5.7,6.4,ISTP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện tử - viễn thông,4.7
STU0801,5.1,9.1,7.8,5.2,6.9,5.1,8.9,ESFJ,Sư phạm & Giáo dục,Giáo dục Mầm non,4.7
STU0618,8.0,7.6,8.7,7.0,6.0,5.1,5.2,ENTP,Kinh tế & Quản lý,Kinh tế,4.1
STU2470,5.8,8.2,8.8,5.0,6.9,6.4,8.7,ESFJ,Du lịch & Dịch vụ,Quản trị nhà hàng và dịch vụ ăn uống,4.0
STU1950,8.3,6.2,5.1,5.3,8.2,8.3,6.0,INFP,Nông nghiệp & Môi trường,Công nghệ sinh học,4.5
STU1438,5.6,7.6,6.9,6.0,5.6,5.9,8.0,INFP,Nghệ thuật & Thiết kế,Hội họa,4.7
STU0701,6.3,9.4,8.4,5.1,5.2,5.1,8.1,ISFJ,Sư phạm & Giáo dục,Tâm lý học giáo dục,4.0
STU1463,4.4,4.2,4.8,5.8,5.2,4.5,5.2,ISFP,Luật & Xã hội,Quản lý nhà nước,2.1
STU1619,6.0,9.0,8.5,5.2,6.3,5.4,8.6,ENTJ,Luật & Xã hội,Tâm lý học,4.0
STU2478,5.7,7.1,8.5,6.6,6.0,5.2,8.6,ESTP,Du lịch & Dịch vụ,Du lịch,4.1
STU1289,4.6,6.2,5.6,5.6,7.0,4.9,5.8,ENFP,Nghệ thuật & Thiết kế,Kiến trúc,3.1
STU1222,5.2,8.8,8.9,5.8,6.8,6.1,8.6,ENTP,Truyền thông & Báo chí,Báo chí,4.3
STU1331,6.9,8.6,6.5,6.8,6.0,5.4,8.4,INFJ,Nghệ thuật & Thiết kế,Thiết kế đồ họa,4.0
STU0354,9.2,6.7,6.2,6.8,8.5,9.2,6.3,ISFP,Y tế & Sức khỏe,Kỹ thuật hình ảnh y học,4.1
STU2132,9.3,5.8,5.5,9.2,6.5,5.9,5.2,ESTJ,Xây dựng & Quy hoạch,Địa kỹ thuật xây dựng,4.3
STU1323,5.7,7.7,5.8,6.2,6.1,5.7,7.1,ISFP,Nghệ thuật & Thiết kế,Kiến trúc,3.9
STU1531,5.9,8.6,8.1,6.2,7.0,6.8,9.7,INTJ,Luật & Xã hội,Luật quốc tế,4.1
