student_id,math_score,literature_score,english_score,physics_score,chemistry_score,biology_score,history_score,mbti_type,major_group,specific_major,major_rating
SV10025,7.7,7.0,8.7,8.5,8.4,9.2,8.8,ENTJ,Du lịch & Dịch vụ,Quản trị khách sạn,3.9
SV10026,6.7,7.8,6.3,7.3,8.4,6.7,8.6,ESFP,Nông nghiệp & Môi trường,Công nghệ sinh học,3.25
SV10027,6.8,6.5,6.7,5.4,6.0,5.3,7.4,ENTP,Y tế & Sức khỏe,Dược học,4.05
SV10028,8.1,6.5,7.7,8.2,7.0,8.2,7.3,ESFP,Luật & Xã hội,Luật,3.55
SV10029,7.5,6.4,8.0,7.4,8.2,6.1,7.7,ESFP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật hóa học,3.7
SV10030,8.4,7.9,8.9,7.6,8.0,8.0,8.6,INFJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện,3.55
SV10031,8.6,7.7,7.6,9.6,8.9,8.6,9.0,ENTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Công nghệ đa phương tiện,4.8
SV10032,9.7,7.4,8.1,9.3,9.5,9.8,8.0,ESTP,Nông nghiệp & Môi trường,Kỹ thuật môi trường,3.85
SV10033,8.7,8.1,6.2,9.2,8.3,8.7,8.2,ESFJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện tử - Viễn thông,3.3
SV10034,7.8,8.2,5.6,6.3,8.9,8.9,8.3,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Kỹ thuật phần mềm,4.25
SV10035,7.8,8.5,8.7,7.7,8.8,9.1,9.1,ESTP,Y tế & Sức khỏe,Răng - Hàm - Mặt,3.25
SV10036,7.7,7.0,6.1,9.9,8.4,9.1,8.4,ESFJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện,3.95
SV10037,5.7,8.0,5.5,7.2,5.3,8.2,7.5,ESFP,Nông nghiệp & Môi trường,Kỹ thuật môi trường,2.85
SV10038,7.9,8.4,7.6,6.2,6.4,8.2,7.1,ESFP,Y tế & Sức khỏe,Dược học,3.2
SV10039,6.5,6.2,3.8,5.9,7.2,6.5,6.1,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Khoa học dữ liệu,3.95
SV10040,8.2,5.7,6.6,6.7,8.1,7.0,7.6,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,An ninh mạng,4.2
SV10041,7.6,8.6,7.9,8.0,8.7,8.1,9.6,INFP,Y tế & Sức khỏe,Răng - Hàm - Mặt,3.95
SV10042,8.4,7.5,6.9,8.5,8.3,9.1,7.8,ENTP,Kinh tế & Quản lý,Kế toán,3.8
SV10043,9.2,7.9,7.3,8.0,8.4,8.1,8.4,ENTJ,Nghệ thuật & Thiết kế,Âm nhạc học,3.7
SV10044,7.1,7.4,7.6,7.1,6.7,5.3,6.7,ESFP,Sư phạm & Giáo dục,Sư phạm Lịch sử,3.1
SV10045,10.0,8.2,10.0,10.0,9.2,9.0,8.6,ENTP,Kinh tế & Quản lý,Tài chính - Ngân hàng,3.5
SV10046,8.0,7.0,6.8,7.2,9.2,7.8,6.1,ESFP,Truyền thông & Báo chí,Truyền thông đa phương tiện,3.6
SV10047,8.4,7.5,8.0,7.0,8.8,8.3,8.4,ESFP,Truyền thông & Báo chí,Truyền thông đa phương tiện,4.4
SV10048,7.0,8.7,9.1,7.7,8.0,9.4,8.2,ISTJ,Kinh tế & Quản lý,Kế toán,4.0
SV10049,9.4,6.1,8.0,8.0,9.0,8.7,9.3,ENTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Blockchain và Tiền mã hóa,2.95
SV10050,8.2,8.8,6.8,8.6,8.5,8.9,8.2,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Hệ thống thông tin,4.0
SV10051,7.3,4.7,6.1,6.9,8.5,5.9,5.0,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Khoa học máy tính,3.65
SV10052,8.0,5.9,8.2,6.7,8.4,6.0,6.0,ESFP,Kinh tế & Quản lý,Marketing,3.5
SV10053,6.5,6.2,8.2,7.3,7.6,8.2,8.4,ESFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Hàn Quốc,4.15
SV10054,6.6,6.8,6.6,5.1,5.3,5.3,7.7,ENTP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật hóa học,4.35
SV10055,10.0,7.9,7.8,7.8,8.5,8.6,8.7,ENTJ,Kinh tế & Quản lý,Fintech,4.3
SV10056,9.2,8.1,8.8,9.3,9.2,7.9,8.2,ENTJ,Du lịch & Dịch vụ,Du lịch,3.45
SV10057,6.2,5.8,4.1,6.2,6.4,8.1,6.3,ESFP,Nghệ thuật & Thiết kế,Kiến trúc,3.7
SV10058,8.1,5.3,7.7,7.4,7.8,8.6,7.5,ESFP,Sư phạm & Giáo dục,Sư phạm Toán,4.0
SV10059,5.3,6.5,5.5,6.4,6.9,6.5,6.2,ESFP,Y tế & Sức khỏe,Dược học,4.35
SV10060,8.6,7.8,6.8,7.3,8.2,7.5,6.9,ESFP,Sư phạm & Giáo dục,Sư phạm Tin học,3.6
SV10061,8.4,8.0,8.6,9.8,8.5,9.6,9.0,ENTJ,Ngôn ngữ & Văn hóa,Ngôn ngữ Hàn Quốc,3.75
SV10062,4.7,6.6,5.0,6.2,5.2,5.9,5.8,ENTP,Xây dựng & Quy hoạch,Kỹ thuật xây dựng,3.3
SV10063,8.8,7.8,8.6,9.6,9.3,9.5,9.4,ENTJ,Ngôn ngữ & Văn hóa,Ngôn ngữ Hàn Quốc,3.25
SV10064,9.2,7.2,6.1,7.8,8.1,5.2,8.2,ESFP,Nghệ thuật & Thiết kế,Thiết kế đồ họa,4.25
SV10065,7.2,6.4,8.2,7.6,6.7,7.0,7.0,INTJ,Ngôn ngữ & Văn hóa,Ngôn ngữ Nhật,4.55
SV10066,8.9,8.4,8.2,9.5,9.8,9.4,8.7,ENFJ,Xây dựng & Quy hoạch,Kỹ thuật xây dựng,3.8
SV10067,8.2,7.4,8.9,7.6,8.9,7.6,9.0,ESTP,Sư phạm & Giáo dục,Sư phạm Toán,4.35
SV10068,8.9,7.3,7.4,8.7,8.4,9.6,8.4,ENTJ,Kinh tế & Quản lý,Quản trị kinh doanh,4.05
SV10069,8.9,7.8,5.8,6.9,8.2,9.9,8.4,ESFP,Nghệ thuật & Thiết kế,Thiết kế đồ họa,3.55
SV10070,9.1,9.0,6.2,9.8,8.0,8.9,9.3,ESFJ,Sư phạm & Giáo dục,Sư phạm Lịch sử,4.05
SV10071,9.0,6.5,7.9,9.1,9.1,8.6,8.2,ENTJ,Kinh tế & Quản lý,Marketing,4.6
SV10072,9.6,7.3,7.9,10.0,8.1,9.6,9.1,INTP,Xây dựng & Quy hoạch,Kỹ thuật xây dựng,3.85
SV10073,5.2,5.7,4.0,4.6,8.5,5.5,7.2,ESFP,Kinh tế & Quản lý,Quan hệ quốc tế,4.65
SV10074,8.8,7.5,8.4,8.6,8.2,9.4,8.4,ENTP,Kinh tế & Quản lý,Kinh tế,2.55
SV10075,9.0,8.2,8.8,9.2,9.8,9.6,8.9,ENTP,Kinh tế & Quản lý,Logistics và Quản lý chuỗi cung ứng,4.25
SV10076,8.0,7.8,7.9,7.2,8.0,7.3,8.6,ESFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Hàn Quốc,3.9
SV10077,7.1,8.3,8.0,7.9,9.0,7.0,9.9,ESFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Nhật,3.7
SV10078,7.8,5.3,6.8,7.9,8.0,6.8,8.2,ESFP,Kinh tế & Quản lý,Thương mại điện tử,3.9
SV10079,9.6,8.0,8.8,8.2,9.1,7.9,9.2,ENTJ,Kinh tế & Quản lý,Fintech,2.85
SV10080,8.2,8.8,8.3,9.0,9.1,9.1,8.8,ESTJ,Kinh tế & Quản lý,Quan hệ quốc tế,3.75
SV10081,8.0,6.5,8.0,6.5,6.3,8.0,6.7,ESFP,Nông nghiệp & Môi trường,Công nghệ sinh học,4.05
SV10082,10.0,7.4,8.0,9.3,8.2,7.9,8.9,ENTJ,Kinh tế & Quản lý,Thương mại điện tử,4.6
SV10083,6.6,6.7,6.8,6.9,7.5,7.0,6.1,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Trí tuệ nhân tạo và Học máy,3.6
SV10084,9.7,8.2,9.1,10.0,9.0,9.3,9.0,ESFP,Y tế & Sức khỏe,Điều dưỡng,3.45
SV10085,9.6,6.5,8.8,8.8,9.6,9.4,9.6,ENTP,Nghệ thuật & Thiết kế,Kiến trúc,3.6
SV10086,7.1,6.2,7.3,8.3,7.7,6.5,5.9,ESFP,Nghệ thuật & Thiết kế,Âm nhạc học,4.3
SV10087,9.1,7.6,8.3,9.8,9.1,9.4,8.6,INTP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật cơ khí,4.0
SV10088,9.2,6.9,9.0,8.9,8.2,8.0,8.9,ENTJ,Kinh tế & Quản lý,Thương mại điện tử,3.6
SV10089,8.7,7.5,9.3,8.5,10.0,9.5,8.6,ESTP,Kinh tế & Quản lý,Kinh tế số,4.1
SV10090,9.1,8.3,8.6,9.5,10.0,7.8,9.4,ENFJ,Ngôn ngữ & Văn hóa,Ngôn ngữ Trung Quốc,3.9
SV10091,5.1,5.5,5.6,6.0,5.4,7.1,7.0,ESFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Anh,4.35
SV10092,5.5,6.9,7.2,7.0,7.2,6.1,5.8,ESFP,Y tế & Sức khỏe,Răng - Hàm - Mặt,3.5
SV10093,8.7,6.8,8.4,7.0,8.9,8.1,8.2,ISTJ,Truyền thông & Báo chí,Báo chí,3.7
SV10094,9.3,8.0,8.9,9.4,9.0,10.0,8.6,ENTP,Y tế & Sức khỏe,Y khoa,3.65
SV10095,7.3,6.7,4.4,5.9,7.4,7.7,5.4,ESFP,Nghệ thuật & Thiết kế,Kiến trúc,3.1
SV10096,6.7,7.3,6.4,7.2,8.0,6.6,7.2,ESFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Anh,4.0
SV10097,8.4,8.6,8.3,7.5,9.2,9.0,9.0,ENTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật hóa học,4.0
SV10098,8.1,8.5,5.7,7.3,8.5,9.4,9.4,ESFP,Kinh tế & Quản lý,Quan hệ quốc tế,3.85
SV10099,8.1,7.2,7.6,7.1,8.4,8.1,7.9,ESFP,Kinh tế & Quản lý,Marketing,3.75
SV10100,9.1,7.6,9.0,9.4,9.0,8.2,9.4,ENTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Kỹ thuật máy tính,3.15
SV10101,8.4,6.6,7.3,7.3,8.3,7.1,7.1,ESFP,Xây dựng & Quy hoạch,Kỹ thuật xây dựng,3.65
SV10102,6.4,7.7,7.7,6.9,6.7,8.6,7.4,ESFP,Y tế & Sức khỏe,Điều dưỡng,3.7
SV10103,6.4,7.0,7.8,6.8,6.0,5.0,7.1,ENTP,Công nghệ Thông tin & Kỹ thuật Máy tính,An ninh mạng,3.45
SV10104,8.4,8.8,9.1,9.3,8.8,9.8,9.2,ENTJ,Ngôn ngữ & Văn hóa,Ngôn ngữ Trung Quốc,3.75
SV10105,6.6,6.7,5.5,8.5,9.7,8.3,8.7,ESFP,Du lịch & Dịch vụ,Quản trị khách sạn,4.05
SV10106,7.9,8.3,7.8,7.7,6.5,8.3,8.0,ESFP,Y tế & Sức khỏe,Y khoa,4.8
SV10107,7.7,8.1,8.9,7.1,8.5,8.0,8.5,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Công nghệ thông tin,3.95
SV10108,8.1,8.2,6.1,7.7,8.2,8.6,7.6,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Khoa học máy tính,4.0
SV10109,7.5,7.3,8.0,7.4,8.4,8.0,8.6,ESFP,Du lịch & Dịch vụ,Quản trị khách sạn,3.8
SV10110,9.1,5.9,6.4,7.7,8.3,7.9,8.3,ESFP,Nghệ thuật & Thiết kế,Thiết kế đồ họa,2.9
SV10111,7.2,6.5,7.9,6.8,7.2,7.8,7.9,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Kỹ thuật phần mềm,3.85
SV10112,5.8,6.1,4.5,6.3,7.9,5.8,6.7,ESFP,Truyền thông & Báo chí,Truyền thông đa phương tiện,3.9
SV10113,7.7,7.2,6.5,9.3,9.7,8.5,8.0,ESTJ,Y tế & Sức khỏe,Răng - Hàm - Mặt,5.0
SV10114,7.3,7.7,7.2,7.5,7.4,7.6,8.3,ESFP,Sư phạm & Giáo dục,Sư phạm Toán,3.75
SV10115,7.8,6.8,6.8,5.4,8.0,6.4,6.1,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Trí tuệ nhân tạo và Học máy,4.0
SV10116,9.6,7.8,8.9,8.0,8.3,7.8,9.6,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Kỹ thuật phần mềm,3.85
SV10117,6.2,6.4,5.0,7.8,5.6,7.9,7.5,ESFP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện tử - Viễn thông,3.25
SV10118,7.8,7.6,8.0,8.2,8.3,6.1,7.6,ESFP,Nghệ thuật & Thiết kế,Âm nhạc học,4.4
SV10119,8.6,7.4,7.0,8.2,6.7,8.3,9.1,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Hệ thống thông tin,4.25
SV10120,8.1,6.8,7.1,5.5,8.1,7.3,6.6,ESFP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện,4.25
SV10121,8.3,8.1,5.7,8.4,7.9,7.6,9.7,ESFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Hàn Quốc,3.4
SV10122,8.7,7.4,8.6,7.9,9.1,7.3,8.3,ESFJ,Ngôn ngữ & Văn hóa,Ngôn ngữ Nhật,4.55
SV10123,9.0,8.1,9.6,8.4,9.4,8.3,8.8,ISTP,Kinh tế & Quản lý,Thương mại điện tử,3.15
SV10124,9.2,6.5,8.4,9.3,9.3,9.9,8.9,ENTP,Nông nghiệp & Môi trường,Kỹ thuật môi trường,4.15
SV10125,7.6,5.4,5.8,5.9,8.9,6.0,6.5,ESFP,Xây dựng & Quy hoạch,Kỹ thuật xây dựng,4.95
SV10126,5.6,6.1,5.3,5.2,10.0,7.2,5.3,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Blockchain và Tiền mã hóa,3.35
SV10127,10.0,7.4,7.4,7.9,9.4,8.1,7.9,ENTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Công nghệ đa phương tiện,3.55
SV10128,9.0,6.6,6.9,9.1,7.4,7.1,8.4,ENTP,Nghệ thuật & Thiết kế,Thiết kế đồ họa,3.9
SV10129,8.7,8.2,7.3,7.5,8.1,7.9,8.5,ESFP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện tử - Viễn thông,3.6
SV10130,7.9,7.2,6.4,6.1,6.2,8.3,7.5,ESFP,Y tế & Sức khỏe,Điều dưỡng,3.05
SV10131,9.1,9.7,8.4,9.8,8.2,8.4,8.1,ENTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Blockchain và Tiền mã hóa,3.9
SV10132,8.0,5.4,5.7,7.3,6.6,7.4,6.3,ESTP,Công nghệ Thông tin & Kỹ thuật Máy tính,Blockchain và Tiền mã hóa,3.3
SV10133,6.5,7.7,6.0,6.0,6.9,7.6,8.5,ESFP,Nghệ thuật & Thiết kế,Thiết kế đồ họa,4.1
SV10134,6.5,5.6,6.5,7.4,6.1,6.5,7.3,ESFP,Y tế & Sức khỏe,Dược học,3.4
SV10135,7.9,8.0,7.8,7.5,6.9,8.5,7.3,ESFP,Nghệ thuật & Thiết kế,Âm nhạc học,4.6
SV10136,8.5,8.1,7.6,6.5,8.5,6.7,7.5,ESFP,Kinh tế & Quản lý,Logistics và Quản lý chuỗi cung ứng,3.45
SV10137,9.7,8.2,8.1,10.0,9.4,8.4,8.5,ESFP,Kinh tế & Quản lý,Kế toán,3.7
SV10138,9.2,7.8,9.4,8.9,9.2,9.0,9.2,ISTP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật cơ khí,4.25
SV10139,9.0,7.3,8.4,8.0,8.8,7.3,8.1,ESFJ,Kinh tế & Quản lý,Logistics và Quản lý chuỗi cung ứng,3.25
SV10140,7.5,5.5,6.7,7.6,7.6,5.9,6.6,ESFP,Kinh tế & Quản lý,Kế toán,3.95
SV10141,8.7,7.8,7.3,8.8,8.7,7.4,7.7,ESFP,Kinh tế & Quản lý,Thương mại điện tử,4.5
SV10142,7.9,5.1,7.3,7.4,8.2,8.4,7.8,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,An ninh mạng,3.05
SV10143,9.8,8.1,8.6,9.4,9.1,8.8,8.2,ENTP,Kinh tế & Quản lý,Kế toán,3.95
SV10144,7.0,7.2,7.6,8.9,7.8,8.4,7.8,INFJ,Kinh tế & Quản lý,Thương mại điện tử,4.0
SV10145,7.3,7.3,5.3,5.9,6.8,8.1,7.5,ESFP,Nghệ thuật & Thiết kế,Kiến trúc,4.25
SV10146,5.7,4.6,4.0,4.2,4.8,6.3,5.4,ENTP,Nghệ thuật & Thiết kế,Âm nhạc học,3.25
SV10147,7.6,7.2,7.6,8.3,8.7,8.4,7.3,ESTJ,Y tế & Sức khỏe,Điều dưỡng,3.2
SV10148,7.6,6.8,7.5,8.2,8.9,7.0,8.2,ESTJ,Luật & Xã hội,Luật,4.1
SV10149,7.7,8.6,8.7,8.2,9.7,8.8,8.5,ESTP,Kinh tế & Quản lý,Fintech,4.0
SV10150,7.4,5.7,6.6,6.9,7.6,6.7,7.7,ESFP,Kinh tế & Quản lý,Fintech,4.0
SV10151,8.1,7.8,7.3,8.0,8.7,8.1,7.8,ESFP,Nông nghiệp & Môi trường,Công nghệ sinh học,4.0
SV10152,8.6,6.7,8.7,8.7,9.1,8.1,9.0,ENTJ,Kinh tế & Quản lý,Kinh tế số,3.5
SV10153,8.7,7.9,8.5,9.6,9.8,8.4,8.7,ENFJ,Ngôn ngữ & Văn hóa,Ngôn ngữ Anh,3.95
SV10154,9.7,7.7,8.5,9.7,8.9,9.7,9.4,ESFP,Y tế & Sức khỏe,Y khoa,4.0
SV10155,7.6,6.4,6.2,8.4,8.0,6.6,10.0,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Kỹ thuật máy tính,3.5
SV10156,7.6,7.1,7.2,8.3,8.6,8.9,8.1,INFJ,Ngôn ngữ & Văn hóa,Ngôn ngữ Nhật,4.8
SV10157,5.8,6.5,7.7,7.2,6.2,8.7,6.0,ESFP,Sư phạm & Giáo dục,Sư phạm Tin học,4.1
SV10158,7.9,7.5,6.7,7.6,7.1,7.0,8.4,ESFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Nhật,3.25
SV10159,5.5,6.1,5.5,4.6,5.7,4.4,5.9,ENTP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật cơ khí,4.2
SV10160,9.0,8.1,6.5,9.6,8.1,8.9,8.6,ESFJ,Y tế & Sức khỏe,Kỹ thuật y sinh,3.35
SV10161,9.7,7.6,8.0,8.9,9.7,8.0,8.5,ENTJ,Xây dựng & Quy hoạch,Kỹ thuật xây dựng,4.25
SV10162,6.1,5.5,5.9,7.4,5.9,7.3,6.9,ESTP,Kinh tế & Quản lý,Tài chính - Ngân hàng,4.45
SV10163,6.3,5.5,5.0,7.2,6.6,6.2,7.1,ESFP,Kinh tế & Quản lý,Fintech,3.45
SV10164,6.7,5.9,6.4,5.8,7.8,5.5,7.0,ESFP,Kinh tế & Quản lý,Marketing,4.35
SV10165,6.6,6.2,6.5,4.6,4.9,6.0,6.5,ENTP,Công nghệ Thông tin & Kỹ thuật Máy tính,Trí tuệ nhân tạo và Học máy,4.05
SV10166,6.0,7.1,5.4,5.0,9.4,7.1,7.0,ESFP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật hóa học,4.25
SV10167,5.3,7.0,6.1,6.0,8.0,5.1,6.7,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,An ninh mạng,4.8
SV10168,6.3,6.1,6.0,3.6,4.6,5.9,4.9,ENTP,Ngôn ngữ & Văn hóa,Ngôn ngữ Anh,3.75
SV10169,7.5,5.5,7.6,6.7,5.8,6.2,7.7,INTJ,Sư phạm & Giáo dục,Sư phạm Toán,3.45
SV10170,7.7,5.6,7.5,6.3,8.6,6.3,6.5,ESFP,Y tế & Sức khỏe,Y khoa,3.4
SV10171,7.1,6.7,7.1,8.0,7.0,7.0,8.9,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Công nghệ thông tin,3.45
SV10172,8.2,8.0,8.5,6.5,7.8,8.5,9.0,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Công nghệ thông tin,3.8
SV10173,9.8,7.1,7.2,7.8,9.9,7.9,8.1,ENTJ,Kinh tế & Quản lý,Kinh tế số,4.0
SV10174,9.4,7.6,8.3,10.0,9.1,8.5,9.6,ESFP,Nghệ thuật & Thiết kế,Âm nhạc học,4.0
SV10175,8.8,7.9,7.6,8.4,8.8,8.9,9.4,ENTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật hóa học,4.25
SV10176,6.0,6.7,8.2,7.7,8.9,8.2,8.8,INFJ,Nghệ thuật & Thiết kế,Âm nhạc học,3.85
SV10177,9.1,8.0,8.7,8.4,8.1,9.4,8.6,ISTP,Nông nghiệp & Môi trường,Kỹ thuật môi trường,4.6
SV10178,8.2,6.8,7.5,8.3,8.5,6.9,8.1,ESFP,Y tế & Sức khỏe,Kỹ thuật y sinh,3.7
SV10179,9.6,7.4,8.5,8.7,8.6,8.0,9.1,ENTJ,Kinh tế & Quản lý,Kinh tế số,5.0
SV10180,9.4,6.2,8.3,9.1,8.7,8.2,9.2,ENTJ,Du lịch & Dịch vụ,Du lịch,4.15
SV10181,6.5,6.7,5.8,5.3,4.8,5.5,7.7,ENTP,Công nghệ Thông tin & Kỹ thuật Máy tính,Công nghệ thông tin,3.4
SV10182,7.8,6.4,6.4,5.2,5.6,7.9,7.6,ESFP,Nghệ thuật & Thiết kế,Thiết kế thời trang,3.3
SV10183,5.2,6.4,4.5,5.2,9.2,5.7,6.8,ESFP,Kinh tế & Quản lý,Quản trị kinh doanh,4.1
SV10184,9.2,9.3,9.5,9.0,9.7,9.8,9.6,ESTP,Nghệ thuật & Thiết kế,Kiến trúc,3.75
SV10185,9.6,8.6,8.0,8.5,9.7,8.9,9.8,ENTJ,Xây dựng & Quy hoạch,Kỹ thuật xây dựng,4.2
SV10186,8.2,7.8,5.9,8.8,7.5,9.0,8.6,ESFP,Sư phạm & Giáo dục,Sư phạm Tin học,4.1
SV10187,8.7,7.5,6.9,7.3,8.9,9.1,8.7,ENTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Blockchain và Tiền mã hóa,3.8
SV10188,8.8,7.6,8.3,9.6,8.0,8.1,8.5,ENTJ,Kinh tế & Quản lý,Marketing,3.45
SV10189,8.3,8.5,6.8,7.2,8.7,6.8,7.7,ESFP,Kinh tế & Quản lý,Logistics và Quản lý chuỗi cung ứng,3.1
SV10190,8.3,7.5,7.4,7.1,8.4,7.2,8.7,ESFP,Truyền thông & Báo chí,Báo chí,3.65
SV10191,7.6,7.2,8.2,8.4,7.4,7.2,6.9,ESFP,Công nghệ Thông tin & Kỹ thuật Máy tính,Kỹ thuật máy tính,4.3
SV10192,6.3,4.1,4.3,7.5,5.8,5.5,5.5,ENTP,Y tế & Sức khỏe,Dược học,3.95
SV10193,6.5,7.2,7.5,6.7,7.5,7.1,8.6,ESFP,Xây dựng & Quy hoạch,Kỹ thuật xây dựng,3.25
SV10194,6.9,7.5,8.7,6.9,8.4,7.2,7.8,ESFP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật hóa học,3.95
SV10195,9.7,7.8,7.9,9.5,8.6,7.8,8.3,ENTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Công nghệ thông tin,4.05
