student_id,math_score,literature_score,english_score,physics_score,chemistry_score,biology_score,history_score,mbti_type,major_group,specific_major,major_rating
STU3423,4.7,8.0,8.7,5.4,7.1,6.9,10.0,ESFP,Truyền thông & Báo chí,Báo chí,3.3
STU2304,5.8,8.5,8.0,6.9,6.0,5.3,9.5,ISFJ,Sư phạm & Giáo dục,Giáo dục Mầm non,5.5
STU2185,8.0,9.4,8.9,6.3,6.5,5.6,9.9,ESFJ,Sư phạm & Giáo dục,Sư phạm Vật lý,4.2
STU4837,6.8,9.5,7.2,6.8,6.7,7.0,7.8,INTJ,Luật & Xã hội,Xã hội học,4.4
STU6023,8.6,7.0,5.7,6.9,7.6,8.9,6.0,INFP,Nông nghiệp & Môi trường,Công nghệ sinh học,3.5
STU0350,9.1,7.9,10.0,9.7,6.7,6.2,5.5,ISTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Khoa học Máy tính,3.4
STU5953,7.9,6.7,6.2,9.4,7.7,5.0,5.2,INTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật cơ điện tử,3.7
STU7152,8.4,5.9,5.4,8.8,7.3,6.2,7.0,ESTJ,Xây dựng & Quy hoạch,Kinh tế xây dựng,4.5
STU5596,8.2,6.3,5.2,10.0,7.8,5.9,6.0,ISTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện,5.2
STU0998,10.0,6.3,4.7,5.8,10.0,10.0,5.6,INFJ,Y tế & Sức khỏe,Răng - Hàm - Mặt,4.4
STU7873,7.2,9.0,8.5,6.3,5.8,6.2,7.1,ESFJ,Du lịch & Dịch vụ,Quản lý thể dục thể thao,5.0
STU2019,5.8,9.2,10.0,6.3,5.9,6.2,9.9,INFJ,Sư phạm & Giáo dục,Tâm lý học giáo dục,3.1
STU7107,9.4,6.4,5.1,9.3,6.9,5.8,5.1,ESTJ,Xây dựng & Quy hoạch,Kinh tế xây dựng,3.9
STU7536,5.3,6.7,10.0,6.3,5.7,5.4,7.8,ESFJ,Du lịch & Dịch vụ,Quản lý thể dục thể thao,4.1
STU6355,7.4,6.1,4.7,6.0,10.0,9.8,6.6,ISFJ,Nông nghiệp & Môi trường,Lâm nghiệp đô thị,5.5
STU0497,10.0,5.5,10.0,10.0,8.3,6.1,7.4,ISTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Khoa học Máy tính,4.4
STU1058,9.3,6.8,5.7,5.5,9.0,9.6,5.3,INFJ,Y tế & Sức khỏe,Răng - Hàm - Mặt,4.0
STU7918,5.3,7.4,9.6,5.0,6.9,5.2,8.9,ESTP,Du lịch & Dịch vụ,Quản trị nhà hàng và dịch vụ ăn uống,3.9
STU5710,8.0,5.3,4.7,8.4,6.8,6.9,5.1,INTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật cơ khí,4.5
STU4779,5.3,9.6,7.9,6.8,6.0,5.6,9.5,ENTJ,Luật & Xã hội,Luật kinh tế,5.5
STU0764,8.9,4.8,6.5,6.8,9.7,9.5,6.7,ISFJ,Y tế & Sức khỏe,Y học dự phòng,4.9
STU6395,7.4,5.1,6.1,5.0,7.0,9.0,7.2,ISFP,Nông nghiệp & Môi trường,Công nghệ sau thu hoạch,3.8
STU1562,8.8,9.1,9.0,6.9,4.8,6.3,7.3,ENTJ,Kinh tế & Quản lý,Tài chính - Ngân hàng,4.6
STU5055,6.3,10.0,8.1,5.9,5.0,6.2,9.2,INFJ,Luật & Xã hội,Tâm lý học,5.2
STU3465,5.5,9.4,7.9,6.8,5.5,5.9,10.0,ENFP,Truyền thông & Báo chí,Báo chí,5.1
STU5396,8.3,5.3,4.9,9.3,8.0,6.3,6.0,ESTP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật cơ khí,4.7
STU2500,7.0,9.6,8.5,6.1,6.0,5.3,10.0,ISFJ,Sư phạm & Giáo dục,Sư phạm Tiếng Anh,5.0
STU5273,4.9,4.7,5.7,6.3,3.7,4.8,4.3,ISFP,Luật & Xã hội,Luật kinh tế,3.3
STU3379,6.3,8.9,8.4,5.3,5.6,5.8,8.2,ENTP,Truyền thông & Báo chí,Truyền thông đa phương tiện,3.6
STU1733,8.7,7.8,8.2,5.8,4.7,5.8,6.4,ESTJ,Kinh tế & Quản lý,Hệ thống thông tin quản lý,4.2
STU5771,8.8,4.8,5.8,9.4,7.6,6.7,5.5,ISTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật cơ điện tử,3.5
STU6235,7.6,6.5,6.3,5.1,8.1,9.3,4.8,ISFP,Nông nghiệp & Môi trường,Nuôi trồng thủy sản,4.4
STU1264,10.0,6.6,4.9,7.0,8.8,10.0,7.5,ISTJ,Y tế & Sức khỏe,Y học dự phòng,3.9
STU4373,4.9,8.5,6.5,5.7,5.0,4.7,8.2,INFP,Nghệ thuật & Thiết kế,Thiết kế đồ họa,4.3
STU7053,8.5,6.6,6.4,9.8,5.9,6.3,6.9,ESTJ,Xây dựng & Quy hoạch,Kinh tế xây dựng,4.8
STU1011,9.8,5.5,5.3,5.5,9.5,9.9,5.5,ISFJ,Y tế & Sức khỏe,Điều dưỡng,6.1
STU7046,10.0,6.9,6.8,9.9,6.4,5.5,6.4,ISTP,Xây dựng & Quy hoạch,Địa kỹ thuật xây dựng,4.7
STU4055,5.2,8.1,5.9,5.6,4.7,6.1,7.1,INFJ,Nghệ thuật & Thiết kế,Hội họa,5.9
STU7010,6.6,7.2,7.3,4.9,5.2,4.2,5.7,ESTJ,Xây dựng & Quy hoạch,Kỹ thuật xây dựng,1.4
STU4764,5.5,8.9,9.1,7.4,6.0,6.8,7.9,ENTJ,Luật & Xã hội,Luật quốc tế,4.9
STU6647,8.4,6.4,6.3,5.6,9.6,9.6,6.5,ISFJ,Nông nghiệp & Môi trường,Công nghệ sau thu hoạch,4.7
STU6649,7.0,6.4,7.6,5.8,9.3,8.2,7.3,ISFJ,Nông nghiệp & Môi trường,Công nghệ sau thu hoạch,5.1
STU5921,8.6,6.2,7.1,9.6,8.7,6.5,6.1,ISTP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện,4.5
STU6858,8.5,5.9,5.6,7.6,8.9,6.6,5.6,ISTP,Xây dựng & Quy hoạch,Kinh tế xây dựng,3.9
STU2938,5.3,8.5,10.0,6.2,6.3,4.7,8.6,INFP,Ngôn ngữ & Văn hóa,Đông phương học,3.8
STU6625,6.6,5.9,5.8,7.0,8.7,9.6,4.7,INFP,Nông nghiệp & Môi trường,Công nghệ sinh học,2.8
STU1010,9.4,6.5,6.6,6.1,9.6,8.7,6.7,INFJ,Y tế & Sức khỏe,Điều dưỡng,4.0
STU1047,9.5,5.8,6.3,5.0,9.9,8.9,6.1,INFJ,Y tế & Sức khỏe,Kỹ thuật phục hồi chức năng,3.6
STU7029,8.8,5.0,6.6,8.4,6.7,6.1,5.8,ESTJ,Xây dựng & Quy hoạch,Địa kỹ thuật xây dựng,5.4
STU1194,8.7,5.8,6.3,6.1,9.7,8.9,6.7,ISFJ,Y tế & Sức khỏe,Y đa khoa,4.2
STU2603,7.3,9.5,8.3,6.8,7.4,6.5,9.9,ISFJ,Sư phạm & Giáo dục,Sư phạm Vật lý,4.9
STU0223,9.0,5.0,8.4,8.0,6.6,7.0,4.8,ISTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Công nghệ thông tin,4.6
STU5339,9.0,5.1,6.5,9.8,8.1,5.7,5.6,ISTJ,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật cơ khí,4.2
STU2651,5.9,8.8,8.1,5.9,6.0,4.3,9.0,INFJ,Sư phạm & Giáo dục,Tâm lý học giáo dục,4.8
STU0024,9.4,6.5,9.7,8.6,7.8,5.3,6.2,ISTJ,Công nghệ Thông tin & Kỹ thuật Máy tính,Mạng máy tính và truyền thông dữ liệu,5.6
STU4128,6.3,8.0,6.7,6.8,6.2,5.4,7.5,INFJ,Nghệ thuật & Thiết kế,Đạo diễn Điện ảnh - Truyền hình,3.9
STU4938,6.5,9.6,7.1,4.9,5.1,7.2,9.4,ISTJ,Luật & Xã hội,Quản lý nhà nước,4.8
STU1331,9.6,6.1,5.4,6.1,9.7,9.8,7.2,ISFJ,Y tế & Sức khỏe,Răng - Hàm - Mặt,5.4
STU3981,6.9,8.5,8.4,6.2,6.4,7.2,7.6,ENTP,Truyền thông & Báo chí,Thông tin - thư viện,4.7
STU6685,8.2,7.1,5.4,9.4,7.8,6.0,5.2,ISTJ,Xây dựng & Quy hoạch,Kỹ thuật xây dựng,4.4
STU5558,9.8,7.4,6.2,10.0,6.8,6.3,6.2,ESTP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật cơ khí,4.0
STU1314,8.8,4.5,5.1,5.1,9.8,10.0,4.9,INFJ,Y tế & Sức khỏe,Y học cổ truyền,4.0
STU5164,6.8,10.0,8.6,7.5,6.8,5.2,9.5,ISTJ,Luật & Xã hội,Công tác xã hội,4.2
STU4371,6.5,8.9,6.7,5.2,5.6,5.6,7.7,INFP,Nghệ thuật & Thiết kế,Thiết kế công nghiệp,4.6
STU0066,9.5,6.4,8.2,9.2,6.7,5.0,6.1,ISTP,Công nghệ Thông tin & Kỹ thuật Máy tính,Thiết kế vi mạch,4.8
STU6613,8.5,5.8,6.1,5.0,7.3,9.2,5.4,INFP,Nông nghiệp & Môi trường,Lâm nghiệp đô thị,4.0
STU3287,5.5,8.8,9.4,6.6,5.9,6.6,8.5,INFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Hàn Quốc,2.9
STU7376,6.3,7.2,7.1,7.4,6.9,6.3,8.8,ESFJ,Du lịch & Dịch vụ,Quản trị khách sạn,4.8
STU7034,8.0,5.0,4.7,9.5,5.3,5.5,4.9,ISTP,Xây dựng & Quy hoạch,Địa kỹ thuật xây dựng,4.5
STU3291,6.7,9.3,9.4,5.5,6.5,6.2,7.4,INFP,Ngôn ngữ & Văn hóa,Ngôn ngữ Hàn Quốc,4.1
STU4665,6.2,8.7,8.0,5.6,6.4,4.7,8.3,INTJ,Luật & Xã hội,Xã hội học,3.9
STU5819,8.9,6.8,5.3,10.0,7.9,7.4,5.1,ESTP,"Kỹ thuật, Cơ khí & Ô tô",Kỹ thuật điện,3.6
STU1738,8.5,6.8,9.0,5.9,7.0,4.6,7.0,ENTP,Kinh tế & Quản lý,Kinh tế quốc tế,4.2
STU7463,5.2,7.2,9.1,4.7,4.9,6.5,6.8,ESFP,Du lịch & Dịch vụ,Du lịch,5.1
STU6880,9.3,5.2,6.7,9.2,7.7,4.5,5.0,ESTJ,Xây dựng & Quy hoạch,Công nghệ kỹ thuật công trình xây dựng,4.5
STU5970,10.0,5.6,4.9,9.6,7.4,6.5,6.8,ISTP,"Kỹ thuật, Cơ khí & Ô tô",Robot và Trí tuệ nhân tạo,5.0
STU4413,5.1,8.1,6.7,4.9,6.2,6.4,8.0,INFJ,Nghệ thuật & Thiết kế,Đạo diễn Điện ảnh - Truyền hình,3.9
STU4251,7.7,7.9,6.4,5.7,6.0,5.7,8.4,INFP,Nghệ thuật & Thiết kế,Thiết kế nội thất,3.7
STU5049,5.5,8.2,8.7,5.2,6.3,6.9,10.0,INTJ,Luật & Xã hội,Quản lý nhà nước,4.8
STU4514,4.8,7.9,7.1,6.6,6.4,5.3,8.3,INFJ,Nghệ thuật & Thiết kế,Điêu khắc,5.5
STU7366,6.0,8.9,8.5,6.5,5.8,6.5,7.8,ESFP,Du lịch & Dịch vụ,Quản trị khách sạn,4.5
STU1054,9.3,7.0,6.4,6.3,9.3,7.6,7.1,ISFP,Y tế & Sức khỏe,Kỹ thuật phục hồi chức năng,3.6
STU7167,8.8,4.8,5.2,7.7,7.2,4.9,5.9,ESTJ,Xây dựng & Quy hoạch,Kinh tế xây dựng,3.2
STU2358,8.0,9.4,8.9,5.8,4.9,5.9,8.8,ENFJ,Sư phạm & Giáo dục,Sư phạm Ngữ văn,4.9
STU1702,8.7,8.2,8.8,4.7,4.7,4.9,5.4,ESTP,Kinh tế & Quản lý,Quản trị kinh doanh,4.2
STU7899,5.4,6.5,8.5,5.9,5.8,5.2,7.4,ESTP,Du lịch & Dịch vụ,Quản trị nhà hàng và dịch vụ ăn uống,4.2
STU7924,6.8,7.8,8.0,6.6,6.6,5.0,9.5,ENFP,Du lịch & Dịch vụ,Quản trị khách sạn,5.1
STU3640,6.1,8.6,8.6,5.8,6.4,6.5,8.5,ENFP,Truyền thông & Báo chí,Thông tin - thư viện,4.7
STU4374,6.2,8.4,4.9,6.1,6.5,5.6,6.7,INFJ,Nghệ thuật & Thiết kế,Thiết kế đồ họa,4.6
